return_id,original_order_id,return_date,return_month,customer_id,employee_id,product_id,region,province,return_quantity,unit_price,return_amount,return_reason,status
RET003207,ORD0039517,2024-04-10,4,CUS00573,EMP1041,PRD0080,Miền Trung,Huế,5,12000,60000,Hàng vỡ vận chuyển,Đang xử lý
RET003208,ORD0039303,2024-02-01,2,CUS01877,EMP1079,PRD0091,Miền Nam,Bình Dương,35,12000,420000,Hàng hết hạn,Đã xử lý
RET003209,ORD0032043,2024-12-04,12,CUS00761,EMP1111,PRD0007,Miền Nam,Bình Phước,4,50000,200000,Hàng lỗi,Đã xử lý
RET003210,ORD0013681,2024-07-04,7,CUS01304,EMP1030,PRD0029,Miền Bắc,Hải Dương,2,20000,40000,Sai sản phẩm,Đã xử lý
RET003211,ORD0016955,2024-07-29,7,CUS01590,EMP1079,PRD0059,Miền Nam,TP.HCM,32,15000,480000,Hàng vỡ vận chuyển,Đã xử lý
RET003212,ORD0057938,2024-07-02,7,CUS01547,EMP1081,PRD0068,Miền Nam,Đồng Nai,7,35000,245000,Khách từ chối nhận,Đã xử lý
RET003213,ORD0045435,2024-02-10,2,CUS01563,EMP1059,PRD0063,Miền Nam,Đồng Nai,4,9000,36000,Không đúng đơn hàng,Đã xử lý
RET003214,ORD0050478,2024-07-13,7,CUS00332,EMP1006,PRD0089,Miền Bắc,Nam Định,41,35000,1435000,Hàng vỡ vận chuyển,Đã xử lý
RET003215,ORD0033408,2024-11-10,11,CUS00059,EMP1050,PRD0059,Miền Trung,Khánh Hòa,27,15000,405000,Không đúng đơn hàng,Đã xử lý
RET003216,ORD0039921,2024-12-31,12,CUS00573,EMP1041,PRD0041,Miền Trung,Huế,2,9000,18000,Khách từ chối nhận,Đã xử lý
RET003217,ORD0018006,2024-08-28,8,CUS01409,EMP1083,PRD0091,Miền Nam,Bình Dương,14,12000,168000,Hàng lỗi,Đã xử lý
RET003218,ORD0038120,2024-01-31,1,CUS01104,EMP1109,PRD0028,Miền Nam,Bình Phước,5,15000,75000,Không đúng đơn hàng,Đã xử lý
RET003219,ORD0010959,2024-12-13,12,CUS01817,EMP1081,PRD0079,Miền Nam,Đồng Nai,6,25000,150000,Khách từ chối nhận,Đã xử lý
RET003220,ORD0055615,2024-02-13,2,CUS00583,EMP1045,PRD0008,Miền Trung,Quảng Nam,29,18000,522000,Sai sản phẩm,Đã xử lý
RET003221,ORD0014404,2024-02-25,2,CUS00573,EMP1041,PRD0049,Miền Trung,Huế,24,8500,204000,Không đúng đơn hàng,Đã xử lý
RET003222,ORD0032654,2024-04-04,4,CUS00058,EMP1016,PRD0005,Miền Bắc,Thái Bình,26,50000,1300000,Hàng vỡ vận chuyển,Đã xử lý
RET003223,ORD0022618,2024-12-31,12,CUS01161,EMP1040,PRD0052,Miền Trung,Huế,2,9000,18000,Sai sản phẩm,Đã xử lý
RET003224,ORD0046173,2024-11-02,11,CUS01414,EMP1085,PRD0071,Miền Nam,Bình Dương,4,12000,48000,Sai sản phẩm,Đã xử lý
RET003225,ORD0047562,2024-06-18,6,CUS01442,EMP1079,PRD0020,Miền Nam,Cần Thơ,8,20000,160000,Khách từ chối nhận,Đã xử lý
RET003226,ORD0015249,2024-12-31,12,CUS01486,EMP1002,PRD0029,Miền Bắc,Hải Dương,22,20000,440000,Khách từ chối nhận,Đang xử lý
RET003227,ORD0024628,2024-05-21,5,CUS01590,EMP1079,PRD0069,Miền Nam,TP.HCM,14,40000,560000,Không đúng đơn hàng,Đã xử lý
RET003228,ORD0035998,2024-11-10,11,CUS00827,EMP1071,PRD0046,Miền Nam,Bình Phước,27,35000,945000,Không đúng đơn hàng,Đã xử lý
RET003229,ORD0012647,2024-08-10,8,CUS00761,EMP1111,PRD0042,Miền Nam,Bình Phước,4,35000,140000,Hàng hết hạn,Đã xử lý
RET003230,ORD0053856,2024-03-12,3,CUS00574,EMP1044,PRD0013,Miền Trung,Nghệ An,23,40000,920000,Không đúng đơn hàng,Đã xử lý
RET003231,ORD0018045,2024-11-04,11,CUS01877,EMP1079,PRD0031,Miền Nam,Bình Dương,2,35000,70000,Hàng vỡ vận chuyển,Đã xử lý
RET003232,ORD0012433,2024-08-30,8,CUS01590,EMP1079,PRD0048,Miền Nam,TP.HCM,23,12000,276000,Không đúng đơn hàng,Đã xử lý
RET003233,ORD0041471,2024-10-13,10,CUS00323,EMP1024,PRD0011,Miền Bắc,Hưng Yên,8,25000,200000,Khách từ chối nhận,Đã xử lý
RET003234,ORD0056164,2024-04-24,4,CUS00621,EMP1007,PRD0061,Miền Bắc,Thái Bình,9,9000,81000,Sai sản phẩm,Đã xử lý
RET003235,ORD0040851,2024-11-15,11,CUS00573,EMP1041,PRD0083,Miền Trung,Huế,24,15000,360000,Hàng hết hạn,Đã xử lý
RET003236,ORD0021331,2024-12-09,12,CUS00807,EMP1007,PRD0072,Miền Bắc,Thái Bình,2,35000,70000,Không đúng đơn hàng,Đã xử lý
RET003237,ORD0049470,2024-05-18,5,CUS00166,EMP1039,PRD0022,Miền Trung,Đà Nẵng,26,15000,390000,Không đúng đơn hàng,Đã xử lý
RET003238,ORD0017728,2024-05-21,5,CUS01686,EMP1077,PRD0020,Miền Nam,Long An,24,20000,480000,Hàng hết hạn,Từ chối
RET003239,ORD0046209,2024-09-30,9,CUS00948,EMP1058,PRD0044,Miền Nam,Đồng Nai,4,25000,100000,Hàng lỗi,Đã xử lý
RET003240,ORD0044405,2024-04-16,4,CUS00704,EMP1026,PRD0019,Miền Bắc,Nam Định,24,35000,840000,Hàng lỗi,Đã xử lý
RET003241,ORD0040066,2024-07-06,7,CUS00553,EMP1093,PRD0060,Miền Nam,Vũng Tàu,10,20000,200000,Hàng hết hạn,Đã xử lý
RET003242,ORD0059364,2024-08-14,8,CUS01248,EMP1071,PRD0015,Miền Nam,TP.HCM,4,9000,36000,Hàng lỗi,Đang xử lý
RET003243,ORD0049725,2024-09-16,9,CUS01948,EMP1016,PRD0026,Miền Bắc,Hưng Yên,5,15000,75000,Hàng lỗi,Đã xử lý
RET003244,ORD0045327,2024-02-26,2,CUS00573,EMP1041,PRD0050,Miền Trung,Huế,1,9000,9000,Hàng hết hạn,Đã xử lý
RET003245,ORD0042070,2024-02-15,2,CUS01179,EMP1107,PRD0096,Miền Nam,Bình Phước,57,35000,1995000,Sai sản phẩm,Đã xử lý
RET003246,ORD0040329,2024-06-02,6,CUS01193,EMP1003,PRD0018,Miền Bắc,Bắc Ninh,8,20000,160000,Hàng hết hạn,Đã xử lý
RET003247,ORD0010685,2024-12-31,12,CUS01814,EMP1045,PRD0085,Miền Trung,Quảng Ngãi,19,9000,171000,Hàng lỗi,Từ chối
RET003248,ORD0050299,2024-05-30,5,CUS00520,EMP1044,PRD0006,Miền Trung,Khánh Hòa,4,25000,100000,Không đúng đơn hàng,Đã xử lý
RET003249,ORD0054739,2024-10-29,10,CUS00912,EMP1057,PRD0069,Miền Nam,Vũng Tàu,24,40000,960000,Sai sản phẩm,Đã xử lý
RET003250,ORD0054862,2024-04-29,4,CUS00889,EMP1009,PRD0052,Miền Bắc,Nam Định,7,9000,63000,Sai sản phẩm,Đã xử lý
RET003251,ORD0038736,2024-12-11,12,CUS00528,EMP1071,PRD0057,Miền Nam,Đồng Nai,3,50000,150000,Không đúng đơn hàng,Đã xử lý
RET003252,ORD0039847,2024-12-23,12,CUS01442,EMP1079,PRD0064,Miền Nam,Cần Thơ,4,20000,80000,Sai sản phẩm,Đang xử lý
RET003253,ORD0017760,2024-03-07,3,CUS00501,EMP1054,PRD0072,Miền Nam,Đồng Nai,7,35000,245000,Hàng vỡ vận chuyển,Đã xử lý
RET003254,ORD0043039,2024-12-27,12,CUS00410,EMP1021,PRD0056,Miền Bắc,Thái Bình,5,10000,50000,Hàng hết hạn,Đang xử lý
RET003255,ORD0022323,2024-06-29,6,CUS00420,EMP1022,PRD0022,Miền Bắc,Hải Phòng,2,15000,30000,Hàng vỡ vận chuyển,Đã xử lý
RET003256,ORD0044609,2024-11-17,11,CUS00573,EMP1041,PRD0063,Miền Trung,Huế,17,9000,153000,Hàng hết hạn,Đang xử lý
RET003257,ORD0025112,2024-12-31,12,CUS01755,EMP1038,PRD0061,Miền Trung,Nghệ An,11,9000,99000,Hàng vỡ vận chuyển,Từ chối
RET003258,ORD0011025,2024-10-31,10,CUS01304,EMP1030,PRD0075,Miền Bắc,Hải Dương,42,35000,1470000,Hàng hết hạn,Đã xử lý
RET003259,ORD0055916,2024-03-19,3,CUS00046,EMP1084,PRD0024,Miền Nam,Bình Dương,11,40000,440000,Khách từ chối nhận,Đã xử lý
RET003260,ORD0026559,2024-09-07,9,CUS00573,EMP1041,PRD0023,Miền Trung,Huế,11,35000,385000,Sai sản phẩm,Đã xử lý
RET003261,ORD0045141,2024-08-08,8,CUS00713,EMP1039,PRD0048,Miền Trung,Bình Định,5,12000,60000,Hàng vỡ vận chuyển,Đã xử lý
RET003262,ORD0031118,2024-05-13,5,CUS01304,EMP1030,PRD0007,Miền Bắc,Hải Dương,33,50000,1650000,Hàng vỡ vận chuyển,Đã xử lý
RET003263,ORD0059067,2024-06-03,6,CUS00912,EMP1057,PRD0026,Miền Nam,Vũng Tàu,24,15000,360000,Sai sản phẩm,Đã xử lý
RET003264,ORD0022572,2024-08-30,8,CUS01195,EMP1065,PRD0086,Miền Nam,Bình Dương,2,18000,36000,Sai sản phẩm,Từ chối
RET003265,ORD0024149,2024-05-25,5,CUS00900,EMP1022,PRD0063,Miền Bắc,Hải Phòng,7,9000,63000,Không đúng đơn hàng,Đã xử lý
RET003266,ORD0024034,2024-03-11,3,CUS01458,EMP1041,PRD0055,Miền Trung,Khánh Hòa,16,8500,136000,Hàng lỗi,Đang xử lý
RET003267,ORD0043969,2024-02-01,2,CUS01028,EMP1045,PRD0048,Miền Trung,Huế,2,12000,24000,Hàng vỡ vận chuyển,Đã xử lý
RET003268,ORD0048908,2024-02-11,2,CUS01679,EMP1089,PRD0088,Miền Nam,Vũng Tàu,14,50000,700000,Hàng lỗi,Đang xử lý
RET003269,ORD0018746,2024-10-15,10,CUS01806,EMP1015,PRD0029,Miền Bắc,Quảng Ninh,12,20000,240000,Hàng hết hạn,Đã xử lý
RET003270,ORD0056501,2024-04-19,4,CUS01825,EMP1090,PRD0091,Miền Nam,Đồng Nai,28,12000,336000,Hàng lỗi,Đang xử lý
RET003271,ORD0053741,2024-02-03,2,CUS01564,EMP1042,PRD0083,Miền Trung,Nghệ An,17,15000,255000,Hàng vỡ vận chuyển,Đang xử lý
RET003272,ORD0030483,2024-08-23,8,CUS00867,EMP1036,PRD0018,Miền Trung,Khánh Hòa,2,20000,40000,Sai sản phẩm,Đã xử lý
RET003273,ORD0047410,2024-02-07,2,CUS00178,EMP1111,PRD0026,Miền Nam,Bình Phước,30,15000,450000,Không đúng đơn hàng,Đã xử lý
RET003274,ORD0020271,2024-11-10,11,CUS00574,EMP1044,PRD0091,Miền Trung,Nghệ An,1,12000,12000,Hàng hết hạn,Đang xử lý
RET003275,ORD0021345,2024-12-31,12,CUS00537,EMP1022,PRD0042,Miền Bắc,Bắc Ninh,5,35000,175000,Hàng hết hạn,Đã xử lý
RET003276,ORD0028021,2024-12-31,12,CUS01685,EMP1078,PRD0096,Miền Nam,Bình Dương,10,35000,350000,Hàng lỗi,Đã xử lý
RET003277,ORD0059923,2024-10-04,10,CUS00299,EMP1018,PRD0015,Miền Bắc,Hải Dương,28,9000,252000,Hàng vỡ vận chuyển,Đã xử lý
RET003278,ORD0036354,2024-07-22,7,CUS00418,EMP1044,PRD0009,Miền Trung,Quảng Nam,11,35000,385000,Không đúng đơn hàng,Đã xử lý
RET003279,ORD0035963,2024-04-28,4,CUS00935,EMP1022,PRD0061,Miền Bắc,Hưng Yên,32,9000,288000,Hàng hết hạn,Đã xử lý
RET003280,ORD0048797,2024-10-04,10,CUS00058,EMP1016,PRD0083,Miền Bắc,Thái Bình,2,15000,30000,Không đúng đơn hàng,Đã xử lý
RET003281,ORD0028437,2024-01-26,1,CUS00032,EMP1003,PRD0055,Miền Bắc,Quảng Ninh,6,8500,51000,Sai sản phẩm,Đã xử lý
RET003282,ORD0047653,2024-03-11,3,CUS01864,EMP1042,PRD0024,Miền Trung,Đà Nẵng,5,40000,200000,Không đúng đơn hàng,Đã xử lý
RET003283,ORD0026418,2024-05-29,5,CUS01703,EMP1041,PRD0034,Miền Trung,Khánh Hòa,3,8500,25500,Hàng lỗi,Đang xử lý
RET003284,ORD0055766,2024-08-05,8,CUS01548,EMP1044,PRD0067,Miền Trung,Quảng Nam,21,20000,420000,Hàng hết hạn,Đã xử lý
RET003285,ORD0045518,2024-04-28,4,CUS00082,EMP1006,PRD0043,Miền Bắc,Hải Dương,3,40000,120000,Hàng hết hạn,Đã xử lý
RET003286,ORD0048568,2024-09-02,9,CUS00903,EMP1042,PRD0056,Miền Trung,Đà Nẵng,5,10000,50000,Khách từ chối nhận,Đã xử lý
RET003287,ORD0035892,2024-10-16,10,CUS00732,EMP1066,PRD0089,Miền Nam,Vũng Tàu,10,35000,350000,Không đúng đơn hàng,Đã xử lý
RET003288,ORD0030359,2024-01-19,1,CUS00079,EMP1074,PRD0077,Miền Nam,TP.HCM,19,10000,190000,Khách từ chối nhận,Đã xử lý
RET003289,ORD0029552,2024-12-17,12,CUS00444,EMP1058,PRD0068,Miền Nam,Long An,28,35000,980000,Không đúng đơn hàng,Đang xử lý
RET003290,ORD0013652,2024-07-06,7,CUS01864,EMP1042,PRD0027,Miền Trung,Đà Nẵng,40,35000,1400000,Sai sản phẩm,Đã xử lý
RET003291,ORD0030642,2024-10-12,10,CUS01645,EMP1033,PRD0084,Miền Bắc,Quảng Ninh,10,10000,100000,Hàng vỡ vận chuyển,Đã xử lý
RET003292,ORD0024948,2024-09-02,9,CUS00613,EMP1028,PRD0035,Miền Bắc,Quảng Ninh,33,18000,594000,Hàng vỡ vận chuyển,Đã xử lý
RET003293,ORD0042630,2024-03-31,3,CUS00874,EMP1031,PRD0095,Miền Bắc,Hưng Yên,16,10000,160000,Hàng hết hạn,Đã xử lý
RET003294,ORD0045281,2024-08-29,8,CUS00373,EMP1010,PRD0091,Miền Bắc,Hải Phòng,3,12000,36000,Sai sản phẩm,Đang xử lý
RET003295,ORD0019980,2024-06-08,6,CUS01541,EMP1010,PRD0016,Miền Bắc,Thái Bình,2,40000,80000,Khách từ chối nhận,Đã xử lý
RET003296,ORD0021140,2024-02-21,2,CUS01806,EMP1015,PRD0011,Miền Bắc,Quảng Ninh,9,25000,225000,Hàng vỡ vận chuyển,Đã xử lý
RET003297,ORD0020111,2024-10-12,10,CUS01148,EMP1053,PRD0098,Miền Nam,Bình Dương,17,35000,595000,Hàng hết hạn,Đã xử lý
RET003298,ORD0030603,2024-03-25,3,CUS01810,EMP1027,PRD0091,Miền Bắc,Quảng Ninh,14,12000,168000,Không đúng đơn hàng,Đã xử lý
RET003299,ORD0016191,2024-02-24,2,CUS01986,EMP1035,PRD0050,Miền Trung,Đà Nẵng,9,9000,81000,Hàng hết hạn,Đã xử lý
RET003300,ORD0030104,2024-12-06,12,CUS01106,EMP1047,PRD0042,Miền Trung,Đà Nẵng,32,35000,1120000,Hàng hết hạn,Đã xử lý
RET003301,ORD0010128,2024-01-10,1,CUS01140,EMP1039,PRD0010,Miền Trung,Khánh Hòa,22,30000,660000,Khách từ chối nhận,Đã xử lý
RET003302,ORD0020980,2024-02-29,2,CUS00573,EMP1041,PRD0030,Miền Trung,Huế,15,8500,127500,Không đúng đơn hàng,Từ chối
RET003303,ORD0017120,2024-07-14,7,CUS01590,EMP1079,PRD0050,Miền Nam,TP.HCM,7,9000,63000,Hàng lỗi,Đã xử lý
RET003304,ORD0032401,2024-03-20,3,CUS01304,EMP1030,PRD0049,Miền Bắc,Hải Dương,1,8500,8500,Không đúng đơn hàng,Đã xử lý
RET003305,ORD0058151,2024-04-03,4,CUS00827,EMP1071,PRD0055,Miền Nam,Bình Phước,5,8500,42500,Hàng lỗi,Đã xử lý
RET003306,ORD0043405,2024-11-25,11,CUS01179,EMP1107,PRD0022,Miền Nam,Bình Phước,41,15000,615000,Hàng vỡ vận chuyển,Đã xử lý
RET003307,ORD0030913,2024-10-15,10,CUS01806,EMP1015,PRD0042,Miền Bắc,Quảng Ninh,1,35000,35000,Hàng hết hạn,Đã xử lý
RET003308,ORD0026812,2024-11-09,11,CUS01244,EMP1050,PRD0011,Miền Trung,Huế,21,25000,525000,Hàng vỡ vận chuyển,Đã xử lý
RET003309,ORD0057334,2024-09-18,9,CUS00573,EMP1041,PRD0079,Miền Trung,Huế,26,25000,650000,Khách từ chối nhận,Đã xử lý
RET003310,ORD0038056,2024-09-10,9,CUS00536,EMP1006,PRD0063,Miền Bắc,Thái Bình,5,9000,45000,Khách từ chối nhận,Đã xử lý
RET003311,ORD0033625,2024-08-05,8,CUS00476,EMP1040,PRD0005,Miền Trung,Khánh Hòa,17,50000,850000,Khách từ chối nhận,Đã xử lý
RET003312,ORD0022906,2024-01-28,1,CUS00992,EMP1091,PRD0019,Miền Nam,Tiền Giang,17,35000,595000,Khách từ chối nhận,Đã xử lý
RET003313,ORD0025512,2024-04-24,4,CUS01864,EMP1042,PRD0098,Miền Trung,Đà Nẵng,42,35000,1470000,Hàng lỗi,Đã xử lý
RET003314,ORD0041658,2024-11-08,11,CUS01140,EMP1039,PRD0042,Miền Trung,Khánh Hòa,5,35000,175000,Hàng vỡ vận chuyển,Đã xử lý
RET003315,ORD0029297,2024-01-27,1,CUS01404,EMP1027,PRD0077,Miền Bắc,Hà Nội,9,10000,90000,Hàng vỡ vận chuyển,Đã xử lý
RET003316,ORD0053886,2024-01-31,1,CUS01978,EMP1046,PRD0012,Miền Trung,Bình Định,12,12000,144000,Khách từ chối nhận,Đã xử lý
RET003317,ORD0032613,2024-01-17,1,CUS00912,EMP1057,PRD0008,Miền Nam,Vũng Tàu,19,18000,342000,Khách từ chối nhận,Đã xử lý
RET003318,ORD0014792,2024-09-18,9,CUS00420,EMP1022,PRD0097,Miền Bắc,Hải Phòng,17,8500,144500,Sai sản phẩm,Đang xử lý
RET003319,ORD0054898,2024-02-27,2,CUS01878,EMP1020,PRD0048,Miền Bắc,Bắc Ninh,7,12000,84000,Hàng lỗi,Đã xử lý
RET003320,ORD0054043,2024-07-24,7,CUS01592,EMP1040,PRD0020,Miền Trung,Huế,5,20000,100000,Sai sản phẩm,Từ chối
RET003321,ORD0037116,2024-03-03,3,CUS01238,EMP1069,PRD0056,Miền Nam,Bình Phước,35,10000,350000,Không đúng đơn hàng,Đã xử lý
RET003322,ORD0010149,2024-03-08,3,CUS01274,EMP1040,PRD0023,Miền Trung,Huế,46,35000,1610000,Khách từ chối nhận,Đã xử lý
RET003323,ORD0034222,2024-11-30,11,CUS01445,EMP1032,PRD0083,Miền Bắc,Hải Phòng,22,15000,330000,Hàng hết hạn,Đã xử lý
RET003324,ORD0049524,2024-07-15,7,CUS01320,EMP1032,PRD0078,Miền Bắc,Bắc Ninh,32,10000,320000,Sai sản phẩm,Đã xử lý
RET003325,ORD0023887,2024-04-16,4,CUS01918,EMP1033,PRD0098,Miền Bắc,Hà Nội,16,35000,560000,Hàng lỗi,Đã xử lý
RET003326,ORD0059552,2024-04-09,4,CUS00704,EMP1026,PRD0095,Miền Bắc,Nam Định,17,10000,170000,Hàng lỗi,Đã xử lý
RET003327,ORD0030340,2024-06-04,6,CUS00573,EMP1041,PRD0069,Miền Trung,Huế,5,40000,200000,Hàng hết hạn,Đang xử lý
RET003328,ORD0055853,2024-03-12,3,CUS01537,EMP1108,PRD0003,Miền Nam,Đồng Nai,9,15000,135000,Hàng vỡ vận chuyển,Đã xử lý
RET003329,ORD0050981,2024-11-15,11,CUS00574,EMP1044,PRD0022,Miền Trung,Nghệ An,7,15000,105000,Hàng lỗi,Đã xử lý
RET003330,ORD0039736,2024-07-27,7,CUS01099,EMP1025,PRD0013,Miền Bắc,Thái Bình,45,40000,1800000,Sai sản phẩm,Đã xử lý
RET003331,ORD0017695,2024-11-05,11,CUS01479,EMP1005,PRD0098,Miền Bắc,Hà Nội,30,35000,1050000,Hàng hết hạn,Đã xử lý
RET003332,ORD0021853,2024-01-23,1,CUS01590,EMP1079,PRD0082,Miền Nam,TP.HCM,13,12000,156000,Hàng vỡ vận chuyển,Đã xử lý
RET003333,ORD0051184,2024-08-03,8,CUS01547,EMP1081,PRD0009,Miền Nam,Đồng Nai,45,35000,1575000,Khách từ chối nhận,Đã xử lý
RET003334,ORD0044756,2024-11-25,11,CUS00332,EMP1006,PRD0026,Miền Bắc,Nam Định,4,15000,60000,Khách từ chối nhận,Đã xử lý
RET003335,ORD0044542,2024-03-13,3,CUS00573,EMP1041,PRD0075,Miền Trung,Huế,17,35000,595000,Hàng vỡ vận chuyển,Đã xử lý
RET003336,ORD0042123,2024-12-31,12,CUS01590,EMP1079,PRD0029,Miền Nam,TP.HCM,21,20000,420000,Hàng vỡ vận chuyển,Đã xử lý
RET003337,ORD0028622,2024-12-31,12,CUS00507,EMP1015,PRD0023,Miền Bắc,Bắc Ninh,38,35000,1330000,Không đúng đơn hàng,Đã xử lý
RET003338,ORD0057555,2024-09-30,9,CUS01519,EMP1059,PRD0011,Miền Nam,Đồng Nai,1,25000,25000,Hàng hết hạn,Đã xử lý
RET003339,ORD0034252,2024-07-01,7,CUS01905,EMP1019,PRD0094,Miền Bắc,Hưng Yên,7,35000,245000,Hàng lỗi,Đã xử lý
RET003340,ORD0030434,2024-05-03,5,CUS01345,EMP1005,PRD0018,Miền Bắc,Hà Nội,33,20000,660000,Sai sản phẩm,Đã xử lý
RET003341,ORD0044512,2024-09-30,9,CUS00282,EMP1083,PRD0041,Miền Nam,Tiền Giang,33,9000,297000,Không đúng đơn hàng,Đã xử lý
RET003342,ORD0054466,2024-02-06,2,CUS01229,EMP1038,PRD0032,Miền Trung,Khánh Hòa,9,18000,162000,Hàng vỡ vận chuyển,Đã xử lý
RET003343,ORD0056591,2024-09-16,9,CUS00166,EMP1039,PRD0092,Miền Trung,Đà Nẵng,6,12000,72000,Hàng vỡ vận chuyển,Đã xử lý
RET003344,ORD0034702,2024-08-13,8,CUS01537,EMP1108,PRD0098,Miền Nam,Đồng Nai,25,35000,875000,Hàng hết hạn,Đã xử lý
RET003345,ORD0014323,2024-07-14,7,CUS00387,EMP1003,PRD0076,Miền Bắc,Hưng Yên,12,9000,108000,Hàng lỗi,Đã xử lý
RET003346,ORD0044072,2024-05-28,5,CUS00548,EMP1037,PRD0009,Miền Trung,Khánh Hòa,4,35000,140000,Hàng vỡ vận chuyển,Đã xử lý
RET003347,ORD0040501,2024-06-09,6,CUS00507,EMP1015,PRD0072,Miền Bắc,Bắc Ninh,2,35000,70000,Sai sản phẩm,Đã xử lý
RET003348,ORD0054503,2024-09-23,9,CUS01442,EMP1079,PRD0052,Miền Nam,Cần Thơ,18,9000,162000,Hàng lỗi,Đã xử lý
RET003349,ORD0015477,2024-12-31,12,CUS00573,EMP1041,PRD0037,Miền Trung,Huế,38,15000,570000,Khách từ chối nhận,Đã xử lý
RET003350,ORD0033736,2024-08-20,8,CUS00097,EMP1053,PRD0044,Miền Nam,Bình Phước,2,25000,50000,Khách từ chối nhận,Đã xử lý
RET003351,ORD0023636,2024-12-31,12,CUS01942,EMP1038,PRD0060,Miền Trung,Quảng Ngãi,8,20000,160000,Khách từ chối nhận,Đã xử lý
RET003352,ORD0038871,2024-04-23,4,CUS00575,EMP1051,PRD0014,Miền Trung,Khánh Hòa,7,30000,210000,Khách từ chối nhận,Đang xử lý
RET003353,ORD0059091,2024-02-10,2,CUS01877,EMP1079,PRD0008,Miền Nam,Bình Dương,7,18000,126000,Hàng hết hạn,Đã xử lý
RET003354,ORD0040822,2024-08-11,8,CUS01442,EMP1079,PRD0066,Miền Nam,Cần Thơ,26,18000,468000,Hàng hết hạn,Đã xử lý
RET003355,ORD0013514,2024-02-24,2,CUS00394,EMP1092,PRD0051,Miền Nam,Cần Thơ,17,8500,144500,Không đúng đơn hàng,Đã xử lý
RET003356,ORD0049940,2024-06-25,6,CUS00379,EMP1030,PRD0072,Miền Bắc,Thái Bình,11,35000,385000,Sai sản phẩm,Đã xử lý
RET003357,ORD0037508,2024-10-12,10,CUS00537,EMP1022,PRD0030,Miền Bắc,Bắc Ninh,15,8500,127500,Không đúng đơn hàng,Đã xử lý
RET003358,ORD0058690,2024-07-05,7,CUS01148,EMP1053,PRD0075,Miền Nam,Bình Dương,5,35000,175000,Không đúng đơn hàng,Đã xử lý
RET003359,ORD0033053,2024-06-13,6,CUS00111,EMP1004,PRD0057,Miền Bắc,Thái Bình,4,50000,200000,Hàng lỗi,Đang xử lý
RET003360,ORD0049614,2024-05-30,5,CUS00573,EMP1041,PRD0066,Miền Trung,Huế,16,18000,288000,Không đúng đơn hàng,Đã xử lý
RET003361,ORD0013733,2024-03-14,3,CUS01166,EMP1092,PRD0096,Miền Nam,Vũng Tàu,34,35000,1190000,Hàng lỗi,Đã xử lý
RET003362,ORD0030828,2024-12-31,12,CUS01317,EMP1016,PRD0077,Miền Bắc,Hưng Yên,2,10000,20000,Hàng vỡ vận chuyển,Từ chối
RET003363,ORD0026685,2024-04-10,4,CUS00178,EMP1111,PRD0041,Miền Nam,Bình Phước,13,9000,117000,Không đúng đơn hàng,Đã xử lý
RET003364,ORD0016528,2024-02-27,2,CUS01679,EMP1089,PRD0081,Miền Nam,Vũng Tàu,2,30000,60000,Hàng lỗi,Đã xử lý
RET003365,ORD0034344,2024-08-07,8,CUS01858,EMP1053,PRD0084,Miền Nam,Bình Phước,21,10000,210000,Hàng hết hạn,Đã xử lý
RET003366,ORD0050943,2024-11-20,11,CUS01433,EMP1003,PRD0069,Miền Bắc,Quảng Ninh,27,40000,1080000,Hàng lỗi,Đã xử lý
RET003367,ORD0010060,2024-10-17,10,CUS00282,EMP1083,PRD0007,Miền Nam,Tiền Giang,57,50000,2850000,Sai sản phẩm,Đã xử lý
RET003368,ORD0056708,2024-01-28,1,CUS01335,EMP1101,PRD0087,Miền Nam,Tiền Giang,37,15000,555000,Không đúng đơn hàng,Đang xử lý
RET003369,ORD0015638,2024-05-28,5,CUS01213,EMP1008,PRD0054,Miền Bắc,Hải Phòng,2,10000,20000,Hàng vỡ vận chuyển,Đã xử lý
RET003370,ORD0025645,2024-08-05,8,CUS00912,EMP1057,PRD0082,Miền Nam,Vũng Tàu,24,12000,288000,Hàng hết hạn,Đã xử lý
RET003371,ORD0032678,2024-11-15,11,CUS01572,EMP1050,PRD0100,Miền Trung,Bình Định,24,10000,240000,Hàng hết hạn,Đã xử lý
RET003372,ORD0025305,2024-04-03,4,CUS00682,EMP1049,PRD0019,Miền Trung,Bình Định,2,35000,70000,Hàng lỗi,Đã xử lý
RET003373,ORD0029775,2024-01-27,1,CUS00918,EMP1072,PRD0084,Miền Nam,TP.HCM,4,10000,40000,Hàng vỡ vận chuyển,Đã xử lý
RET003374,ORD0010673,2024-12-27,12,CUS00543,EMP1005,PRD0077,Miền Bắc,Nam Định,21,10000,210000,Hàng hết hạn,Từ chối
RET003375,ORD0017574,2024-09-19,9,CUS01335,EMP1101,PRD0056,Miền Nam,Tiền Giang,6,10000,60000,Hàng hết hạn,Đã xử lý
RET003376,ORD0026759,2024-08-17,8,CUS01194,EMP1076,PRD0022,Miền Nam,Long An,7,15000,105000,Hàng vỡ vận chuyển,Đã xử lý
RET003377,ORD0054491,2024-11-08,11,CUS01868,EMP1044,PRD0018,Miền Trung,Quảng Ngãi,7,20000,140000,Sai sản phẩm,Đang xử lý
RET003378,ORD0026234,2024-09-14,9,CUS00208,EMP1009,PRD0084,Miền Bắc,Hà Nội,10,10000,100000,Hàng hết hạn,Đã xử lý
